filename,extension,mime_type,related_to_sdaia_quebook,quebook_question_id,classification,title,document_number,keywords,bytes
0734_related_q013_Government_Operations_Disruption_Report.xml,xml,text/xml,True,13,Secret,Government Operations Disruption Report,FCT-2026-C6A7A0,government shutdown; operational disruption; disaster recovery; service outage; cyber attack; business continuity; system failure; emergency operations,2207
0735_related_q005_Critical_Infrastructure_Resilience_Bulle.log,log,text/log,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-080A2F,oil production; airport shutdown; pipeline; water treatment; blackout; gas plant; ICS; SCADA,1936
0736_related_q006_National_Reputation_Risk_Watchlist.tsv,tsv,text/tab-separated-values,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-3C38F8,diplomatic crisis; international criticism; censorship; scandal; sanctions; corruption; money laundering; media exposure,616
0737_related_q012_Export_Continuity_Advisory.svg,svg,image/svg+xml,True,12,Secret,Export Continuity Advisory,FCT-2026-7B8DFB,trade embargo; customs restriction; export decline; export restriction; shipping disruption; trade barrier; sanctions; port closure,790
0738_related_q006_National_Reputation_Risk_Watchlist.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-B10F6F,international criticism; scandal; human rights violation; sanctions; money laundering; censorship; diplomatic crisis; bribery,37948
0739_unrelated_q102_IT_Helpdesk_Ticket_Summary.md,md,text/markdown,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-B189AF,laptop docking; printer jam; VPN latency; password reset,2030
0740_related_q003_Emergency_Continuity_and_Engagement_Proc.mht,mht,multipart/related,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-7E9B63,war plan; defense strategy; continuity of government; evacuation plan; contingency plan; military doctrine; rules of engagement; mobilization plan,2888
0741_unrelated_q102_IT_Helpdesk_Ticket_Summary.csv,csv,text/csv,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-B7A848,printer jam; laptop docking; password reset; VPN latency,699
0742_unrelated_q105_Marketing_Campaign_Retro.json,json,application/json,False,,Internal,Marketing Campaign Retro,FCT-2026-06DE2C,brand awareness; click-through rate; social media post; newsletter open rate,2029
0743_unrelated_q102_IT_Helpdesk_Ticket_Summary.txt,txt,text/plain,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-2C39D8,VPN latency; password reset; laptop docking; printer jam,1906
0744_related_q009_Labor_Market_Stability_Brief.zip,zip,application/zip,True,9,Secret,Labor Market Stability Brief,FCT-2026-E5F492,workforce reduction; recruitment freeze; Nitaqat; employment crisis; mass layoff; unemployment; Saudization; labor shortage,1377
0745_related_q010_Strategic_Resource_Outlook.eml,eml,message/rfc822,True,10,Secret,Strategic Resource Outlook,FCT-2026-7A2CD3,production quota; OPEC; mining; resource depletion; oil reserve; commodity price; petroleum exports; crude oil,2832
0746_unrelated_q104_Facilities_Maintenance_Schedule.pdf,pdf,application/pdf,False,,Internal,Facilities Maintenance Schedule,FCT-2026-B70457,lighting upgrade; parking lot paint; HVAC filter; elevator inspection,4085
0747_related_q006_National_Reputation_Risk_Watchlist.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-73E26F,media exposure; human rights violation; international criticism; scandal; censorship; bribery; sanctions; corruption,30367
0748_unrelated_q103_Employee_Wellness_Newsletter.html,html,text/html,False,,Public,Employee Wellness Newsletter,FCT-2026-A2B796,yoga session; hydration tips; step challenge; ergonomic chair,2383
0749_related_q009_Labor_Market_Stability_Brief.rtf,rtf,application/rtf,True,9,Secret,Labor Market Stability Brief,FCT-2026-B4C3DC,labor shortage; mass layoff; workforce reduction; recruitment freeze; wage reduction; Nitaqat; Saudization; unemployment,2224
0750_unrelated_q110_Volunteer_Greening_Day_Plan.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Volunteer Greening Day Plan,FCT-2026-8E6800,recycling bins; irrigation hose; tree planting; community garden,6866
0751_unrelated_q109_Weather_Outlook_for_Field_Picnic.xml,xml,text/xml,False,,Public,Weather Outlook for Field Picnic,FCT-2026-3AC2CB,sunny intervals; UV index; picnic blankets; light breeze,1717
0752_related_q005_Critical_Infrastructure_Resilience_Bulle.log,log,text/log,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-71DC5E,water treatment; seaport; gas plant; ICS; refinery; blackout; oil production; SCADA,1915
0753_related_q001_Restricted_Defense_Asset_Inventory_Brief.tsv,tsv,text/tab-separated-values,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-9D592F,explosives; fighter aircraft; UAV; missile; weapons cache; drone; military base; ballistic missile,607
0754_related_q014_Strategic_Warehouse_and_Logistics_Reserv.svg,svg,image/svg+xml,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-546102,strategic reserve; supply depot; inventory reserve; emergency stockpile; fuel depot; storage facility; logistics center; warehouse,809
0755_related_q013_Government_Operations_Disruption_Report.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,13,Secret,Government Operations Disruption Report,FCT-2026-93D997,business continuity; operational disruption; government shutdown; system failure; emergency operations; service outage; disaster recovery; cyber attack,37934
0756_related_q006_National_Reputation_Risk_Watchlist.md,md,text/markdown,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-E1160C,media exposure; corruption; censorship; money laundering; diplomatic crisis; international criticism; scandal; sanctions,2644
0757_unrelated_q107_Sports_Club_Training_Roster.mht,mht,multipart/related,False,,Public,Sports Club Training Roster,FCT-2026-AB0576,football drills; coach notes; injury recovery; attendance sheet,2063
0758_unrelated_q107_Sports_Club_Training_Roster.csv,csv,text/csv,False,,Public,Sports Club Training Roster,FCT-2026-1A222E,football drills; injury recovery; attendance sheet; coach notes,716
0759_unrelated_q109_Weather_Outlook_for_Field_Picnic.json,json,application/json,False,,Public,Weather Outlook for Field Picnic,FCT-2026-2AB10E,picnic blankets; sunny intervals; UV index; light breeze,2013
0760_related_q003_Emergency_Continuity_and_Engagement_Proc.txt,txt,text/plain,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-39869E,mobilization plan; evacuation plan; command structure; war plan; rules of engagement; military doctrine; defense strategy; emergency response,2647
0761_related_q008_Diplomatic_Negotiation_Status_Memo.zip,zip,application/zip,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-D7928C,treaty; classified negotiation; embassy; strategic partnership; foreign ministry; diplomatic cable; diplomatic note; consulate,1366
0762_related_q001_Restricted_Defense_Asset_Inventory_Brief.eml,eml,message/rfc822,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-B6BCCC,ammunition depot; ballistic missile; weapons cache; drone; armory; arsenal; Ministry of Defense; explosives,2875
0763_unrelated_q103_Employee_Wellness_Newsletter.pdf,pdf,application/pdf,False,,Public,Employee Wellness Newsletter,FCT-2026-C7B1B2,yoga session; hydration tips; step challenge; ergonomic chair,4105
0764_related_q015_Vital_National_Installation_Status_Sheet.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-673C67,military base; oil refinery; government facility; substation; desalination plant; power station; seaport; command center,30361
0765_unrelated_q103_Employee_Wellness_Newsletter.html,html,text/html,False,,Public,Employee Wellness Newsletter,FCT-2026-2792DC,yoga session; ergonomic chair; hydration tips; step challenge,2391
0766_related_q005_Critical_Infrastructure_Resilience_Bulle.rtf,rtf,application/rtf,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-2C5BC1,gas plant; water treatment; power grid; critical infrastructure; ICS; airport shutdown; pipeline; seaport,2219
0767_related_q015_Vital_National_Installation_Status_Sheet.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-AE49DE,seaport; telecom exchange; oil refinery; military base; substation; government facility; power station; desalination plant,7177
0768_related_q012_Export_Continuity_Advisory.xml,xml,text/xml,True,12,Secret,Export Continuity Advisory,FCT-2026-695B76,trade embargo; customs restriction; export decline; trade barrier; shipping disruption; export restriction; port closure; sanctions,2116
0769_related_q004_Cryptographic_Key_Custody_Log.log,log,text/log,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-3F286D,root certificate; HSM; RSA; VPN key; TLS certificate; key management; private key; certificate authority,1918
0770_related_q009_Labor_Market_Stability_Brief.tsv,tsv,text/tab-separated-values,True,9,Secret,Labor Market Stability Brief,FCT-2026-738F91,labor shortage; mass layoff; wage reduction; workforce reduction; employment crisis; Saudization; recruitment freeze; unemployment,639
0771_related_q013_Government_Operations_Disruption_Report.svg,svg,image/svg+xml,True,13,Secret,Government Operations Disruption Report,FCT-2026-D80445,government shutdown; disaster recovery; system failure; cyber attack; business continuity; operational disruption; service outage; emergency operations,810
0772_unrelated_q107_Sports_Club_Training_Roster.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Sports Club Training Roster,FCT-2026-3F77F0,coach notes; attendance sheet; injury recovery; football drills,37712
0773_unrelated_q109_Weather_Outlook_for_Field_Picnic.md,md,text/markdown,False,,Public,Weather Outlook for Field Picnic,FCT-2026-54E4A7,picnic blankets; UV index; light breeze; sunny intervals,2007
0774_related_q001_Restricted_Defense_Asset_Inventory_Brief.mht,mht,multipart/related,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-5436CF,weapons cache; drone; fighter aircraft; ammunition depot; artillery; missile; military base; ballistic missile,2731
0775_related_q007_Counter-Terrorism_Threat_Digest.csv,csv,text/csv,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-BE8D1E,IED; bomb; radicalization; extremist; ISIS; suicide attack; violent extremism; attack plan,907
0776_related_q007_Counter-Terrorism_Threat_Digest.json,json,application/json,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-87A532,hostage; terrorist; bomb; IED; attack plan; suicide attack; Al-Qaeda; terrorism,2391
0777_related_q012_Export_Continuity_Advisory.txt,txt,text/plain,True,12,Secret,Export Continuity Advisory,FCT-2026-7F1131,trade barrier; sanctions; port closure; customs restriction; shipping disruption; export restriction; export decline; trade embargo,2555
0778_unrelated_q109_Weather_Outlook_for_Field_Picnic.zip,zip,application/zip,False,,Public,Weather Outlook for Field Picnic,FCT-2026-D71216,picnic blankets; UV index; light breeze; sunny intervals,1145
0779_related_q007_Counter-Terrorism_Threat_Digest.eml,eml,message/rfc822,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-D53367,extremist; ISIS; violent extremism; Daesh; suicide attack; radicalization; Al-Qaeda; terrorist,2824
0780_related_q012_Export_Continuity_Advisory.pdf,pdf,application/pdf,True,12,Secret,Export Continuity Advisory,FCT-2026-6B1AEC,trade barrier; shipping disruption; sanctions; export restriction; trade embargo; customs restriction; export decline; port closure,4329
0781_related_q013_Government_Operations_Disruption_Report.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,13,Secret,Government Operations Disruption Report,FCT-2026-D1A0CC,emergency operations; system failure; government shutdown; service outage; operational disruption; business continuity; disaster recovery; cyber attack,30384
0782_unrelated_q109_Weather_Outlook_for_Field_Picnic.html,html,text/html,False,,Public,Weather Outlook for Field Picnic,FCT-2026-BE67B8,UV index; sunny intervals; light breeze; picnic blankets,2392
0783_related_q002_Force_and_VIP_Movement_Coordination_Note.rtf,rtf,application/rtf,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-FD4177,troop movement; mobilization; escort; Royal Guard; VIP movement; operational route; convoy; patrol route,2197
0784_unrelated_q101_Office_Cafeteria_Weekly_Menu.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-725546,lunch special; dessert bar; coffee station; vegetarian option,6841
0785_related_q011_International_Commercial_Partnership_Sum.xml,xml,text/xml,True,11,Secret,International Commercial Partnership Summary,FCT-2026-481605,strategic supplier; strategic partnership; commercial agreement; foreign investment; joint venture; sovereign investment; technology transfer; investment agreement,2217
0786_unrelated_q105_Marketing_Campaign_Retro.log,log,text/log,False,,Internal,Marketing Campaign Retro,FCT-2026-17675C,newsletter open rate; social media post; brand awareness; click-through rate,1442
0787_unrelated_q105_Marketing_Campaign_Retro.tsv,tsv,text/tab-separated-values,False,,Internal,Marketing Campaign Retro,FCT-2026-99A6BD,newsletter open rate; brand awareness; click-through rate; social media post,519
0788_related_q014_Strategic_Warehouse_and_Logistics_Reserv.svg,svg,image/svg+xml,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-E08ABD,strategic reserve; logistics center; storage facility; warehouse; emergency stockpile; supply depot; fuel depot; inventory reserve,807
0789_related_q008_Diplomatic_Negotiation_Status_Memo.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-849DFB,strategic partnership; foreign ministry; bilateral agreement; treaty; consulate; MOU; diplomatic cable; classified negotiation,37903
0790_related_q011_International_Commercial_Partnership_Sum.md,md,text/markdown,True,11,Secret,International Commercial Partnership Summary,FCT-2026-D97C4B,strategic supplier; foreign investment; joint venture; technology transfer; strategic partnership; sovereign investment; commercial agreement; investment agreement,2813
0791_related_q014_Strategic_Warehouse_and_Logistics_Reserv.mht,mht,multipart/related,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-7D0609,fuel depot; strategic reserve; storage facility; logistics center; emergency stockpile; inventory reserve; warehouse; supply depot,2853
0792_unrelated_q110_Volunteer_Greening_Day_Plan.csv,csv,text/csv,False,,Public,Volunteer Greening Day Plan,FCT-2026-867E01,irrigation hose; recycling bins; tree planting; community garden,726
0793_unrelated_q104_Facilities_Maintenance_Schedule.json,json,application/json,False,,Internal,Facilities Maintenance Schedule,FCT-2026-EB9CA7,HVAC filter; elevator inspection; lighting upgrade; parking lot paint,2036
0794_related_q011_International_Commercial_Partnership_Sum.txt,txt,text/plain,True,11,Secret,International Commercial Partnership Summary,FCT-2026-E1A9A4,strategic partnership; strategic supplier; sovereign investment; commercial agreement; foreign investment; technology transfer; joint venture; investment agreement,2696
0795_related_q001_Restricted_Defense_Asset_Inventory_Brief.zip,zip,application/zip,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-14BFDB,arsenal; missile; military base; fighter aircraft; weapons cache; armory; ballistic missile; Ministry of Defense,1368
0796_unrelated_q105_Marketing_Campaign_Retro.eml,eml,message/rfc822,False,,Internal,Marketing Campaign Retro,FCT-2026-E4ACED,click-through rate; social media post; brand awareness; newsletter open rate,2255
0797_unrelated_q101_Office_Cafeteria_Weekly_Menu.pdf,pdf,application/pdf,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-E192AD,dessert bar; vegetarian option; lunch special; coffee station,4110
0798_related_q001_Restricted_Defense_Asset_Inventory_Brief.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-8E82AF,missile; Royal Saudi Air Force; explosives; artillery; ballistic missile; military base; fighter aircraft; tank,30378
0799_unrelated_q109_Weather_Outlook_for_Field_Picnic.html,html,text/html,False,,Public,Weather Outlook for Field Picnic,FCT-2026-3B00A2,UV index; light breeze; sunny intervals; picnic blankets,2389
0800_related_q006_National_Reputation_Risk_Watchlist.rtf,rtf,application/rtf,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-B1251D,scandal; corruption; human rights violation; bribery; diplomatic crisis; money laundering; international criticism; censorship,2245
0801_unrelated_q105_Marketing_Campaign_Retro.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Internal,Marketing Campaign Retro,FCT-2026-E5EFBD,social media post; newsletter open rate; brand awareness; click-through rate,6865
0802_related_q009_Labor_Market_Stability_Brief.xml,xml,text/xml,True,9,Secret,Labor Market Stability Brief,FCT-2026-467DF9,wage reduction; Saudization; mass layoff; recruitment freeze; Nitaqat; labor shortage; unemployment; employment crisis,2088
0803_unrelated_q110_Volunteer_Greening_Day_Plan.log,log,text/log,False,,Public,Volunteer Greening Day Plan,FCT-2026-DCFE13,tree planting; irrigation hose; recycling bins; community garden,1440
0804_related_q011_International_Commercial_Partnership_Sum.tsv,tsv,text/tab-separated-values,True,11,Secret,International Commercial Partnership Summary,FCT-2026-47B2E9,sovereign investment; strategic partnership; strategic supplier; investment agreement; commercial agreement; technology transfer; foreign investment; joint venture,678
0805_unrelated_q104_Facilities_Maintenance_Schedule.svg,svg,image/svg+xml,False,,Internal,Facilities Maintenance Schedule,FCT-2026-939295,parking lot paint; elevator inspection; HVAC filter; lighting upgrade,727
0806_related_q011_International_Commercial_Partnership_Sum.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,11,Secret,International Commercial Partnership Summary,FCT-2026-7CC125,joint venture; sovereign investment; strategic partnership; strategic supplier; investment agreement; technology transfer; commercial agreement; foreign investment,37942
0807_unrelated_q102_IT_Helpdesk_Ticket_Summary.md,md,text/markdown,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-72E20C,password reset; VPN latency; printer jam; laptop docking,2005
0808_related_q007_Counter-Terrorism_Threat_Digest.mht,mht,multipart/related,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-398EF0,terrorist; IED; violent extremism; VBIED; bomb; Daesh; hostage; ISIS,2572
0809_unrelated_q103_Employee_Wellness_Newsletter.csv,csv,text/csv,False,,Public,Employee Wellness Newsletter,FCT-2026-15EF42,hydration tips; ergonomic chair; step challenge; yoga session,706
0810_unrelated_q104_Facilities_Maintenance_Schedule.json,json,application/json,False,,Internal,Facilities Maintenance Schedule,FCT-2026-1F3C50,lighting upgrade; elevator inspection; parking lot paint; HVAC filter,2055
0811_related_q002_Force_and_VIP_Movement_Coordination_Note.txt,txt,text/plain,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-9D2703,motorcade; convoy; National Guard; checkpoint; troop movement; military exercise; Royal Guard; escort,2507
0812_unrelated_q109_Weather_Outlook_for_Field_Picnic.zip,zip,application/zip,False,,Public,Weather Outlook for Field Picnic,FCT-2026-E16C9F,sunny intervals; UV index; light breeze; picnic blankets,1155
0813_unrelated_q106_Library_Acquisition_List.eml,eml,message/rfc822,False,,Public,Library Acquisition List,FCT-2026-0A3EC4,cataloguing; fiction collection; reading club; interlibrary loan,2234
0814_related_q013_Government_Operations_Disruption_Report.pdf,pdf,application/pdf,True,13,Secret,Government Operations Disruption Report,FCT-2026-1668E8,disaster recovery; business continuity; cyber attack; service outage; government shutdown; system failure; emergency operations; operational disruption,4381
0815_related_q005_Critical_Infrastructure_Resilience_Bulle.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-9C9246,pipeline; critical infrastructure; ICS; seaport; refinery; oil production; SCADA; blackout,30336
0816_related_q012_Export_Continuity_Advisory.html,html,text/html,True,12,Secret,Export Continuity Advisory,FCT-2026-47E0C2,trade barrier; sanctions; export restriction; shipping disruption; port closure; export decline; customs restriction; trade embargo,3035
0817_related_q009_Labor_Market_Stability_Brief.rtf,rtf,application/rtf,True,9,Secret,Labor Market Stability Brief,FCT-2026-EFBEF6,Nitaqat; employment crisis; wage reduction; mass layoff; workforce reduction; unemployment; Saudization; labor shortage,2212
0818_related_q001_Restricted_Defense_Asset_Inventory_Brief.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-5E5ADE,weapons cache; ballistic missile; fighter aircraft; missile; tank; ammunition depot; military base; artillery,7167
0819_related_q008_Diplomatic_Negotiation_Status_Memo.xml,xml,text/xml,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-CDB2C5,diplomatic cable; treaty; MOU; embassy; diplomatic note; consulate; strategic partnership; foreign ministry,2087
0820_related_q005_Critical_Infrastructure_Resilience_Bulle.log,log,text/log,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-37F493,ICS; blackout; refinery; seaport; telecommunications outage; critical infrastructure; oil production; pipeline,1939
0821_related_q005_Critical_Infrastructure_Resilience_Bulle.tsv,tsv,text/tab-separated-values,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-1B715A,pipeline; ICS; blackout; SCADA; power grid; seaport; critical infrastructure; oil production,584
0822_unrelated_q109_Weather_Outlook_for_Field_Picnic.svg,svg,image/svg+xml,False,,Public,Weather Outlook for Field Picnic,FCT-2026-7514A7,picnic blankets; light breeze; UV index; sunny intervals,713
0823_unrelated_q106_Library_Acquisition_List.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Library Acquisition List,FCT-2026-4F3225,interlibrary loan; fiction collection; reading club; cataloguing,37709
0824_unrelated_q104_Facilities_Maintenance_Schedule.md,md,text/markdown,False,,Internal,Facilities Maintenance Schedule,FCT-2026-9A3492,lighting upgrade; parking lot paint; HVAC filter; elevator inspection,2040
0825_unrelated_q106_Library_Acquisition_List.mht,mht,multipart/related,False,,Public,Library Acquisition List,FCT-2026-C1B7FA,fiction collection; reading club; cataloguing; interlibrary loan,2075
0826_unrelated_q109_Weather_Outlook_for_Field_Picnic.csv,csv,text/csv,False,,Public,Weather Outlook for Field Picnic,FCT-2026-335398,sunny intervals; picnic blankets; UV index; light breeze,716
0827_related_q012_Export_Continuity_Advisory.json,json,application/json,True,12,Secret,Export Continuity Advisory,FCT-2026-3AECA4,trade barrier; export decline; sanctions; trade embargo; port closure; export restriction; shipping disruption; customs restriction,2491
0828_related_q006_National_Reputation_Risk_Watchlist.txt,txt,text/plain,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-512EEA,sanctions; diplomatic crisis; corruption; scandal; censorship; bribery; international criticism; media exposure,2515
0829_related_q012_Export_Continuity_Advisory.zip,zip,application/zip,True,12,Secret,Export Continuity Advisory,FCT-2026-E3509C,customs restriction; trade embargo; port closure; sanctions; export decline; export restriction; shipping disruption; trade barrier,1350
0830_related_q005_Critical_Infrastructure_Resilience_Bulle.eml,eml,message/rfc822,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-6E0537,SCADA; seaport; critical infrastructure; airport shutdown; water treatment; pipeline; refinery; oil production,2903
0831_unrelated_q109_Weather_Outlook_for_Field_Picnic.pdf,pdf,application/pdf,False,,Public,Weather Outlook for Field Picnic,FCT-2026-4823B7,picnic blankets; light breeze; UV index; sunny intervals,4096
0832_related_q013_Government_Operations_Disruption_Report.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,13,Secret,Government Operations Disruption Report,FCT-2026-BDE0A9,operational disruption; cyber attack; system failure; disaster recovery; government shutdown; business continuity; service outage; emergency operations,30386
0833_related_q006_National_Reputation_Risk_Watchlist.html,html,text/html,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-2257F5,media exposure; sanctions; corruption; money laundering; scandal; diplomatic crisis; bribery; censorship,2998
0834_unrelated_q104_Facilities_Maintenance_Schedule.rtf,rtf,application/rtf,False,,Internal,Facilities Maintenance Schedule,FCT-2026-2705D9,parking lot paint; HVAC filter; elevator inspection; lighting upgrade,1645
0835_related_q002_Force_and_VIP_Movement_Coordination_Note.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-82518E,VIP movement; Royal Guard; motorcade; deployment; patrol route; convoy; mobilization; troop movement,7187
0836_unrelated_q101_Office_Cafeteria_Weekly_Menu.xml,xml,text/xml,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-2CCDFD,vegetarian option; dessert bar; lunch special; coffee station,1725
0837_unrelated_q103_Employee_Wellness_Newsletter.log,log,text/log,False,,Public,Employee Wellness Newsletter,FCT-2026-91D21C,yoga session; hydration tips; ergonomic chair; step challenge,1432
0838_related_q008_Diplomatic_Negotiation_Status_Memo.tsv,tsv,text/tab-separated-values,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-CA981B,classified negotiation; foreign ministry; diplomatic cable; treaty; consulate; embassy; diplomatic note; strategic partnership,624
0839_related_q008_Diplomatic_Negotiation_Status_Memo.svg,svg,image/svg+xml,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-356E64,classified negotiation; bilateral agreement; embassy; diplomatic note; strategic partnership; MOU; diplomatic cable; treaty,789
0840_unrelated_q110_Volunteer_Greening_Day_Plan.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Volunteer Greening Day Plan,FCT-2026-16EB21,irrigation hose; tree planting; community garden; recycling bins,37747
0841_unrelated_q104_Facilities_Maintenance_Schedule.md,md,text/markdown,False,,Internal,Facilities Maintenance Schedule,FCT-2026-22468C,lighting upgrade; parking lot paint; elevator inspection; HVAC filter,2059
0842_unrelated_q107_Sports_Club_Training_Roster.mht,mht,multipart/related,False,,Public,Sports Club Training Roster,FCT-2026-54EEE8,coach notes; attendance sheet; injury recovery; football drills,2069
0843_related_q008_Diplomatic_Negotiation_Status_Memo.csv,csv,text/csv,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-B5CCA7,diplomatic cable; consulate; embassy; foreign ministry; diplomatic note; treaty; strategic partnership; MOU,952
0844_related_q012_Export_Continuity_Advisory.json,json,application/json,True,12,Secret,Export Continuity Advisory,FCT-2026-3F3D43,customs restriction; export restriction; sanctions; trade embargo; trade barrier; port closure; export decline; shipping disruption,2516
0845_related_q003_Emergency_Continuity_and_Engagement_Proc.txt,txt,text/plain,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-12C3A2,war plan; rules of engagement; defense strategy; evacuation plan; continuity of government; command structure; contingency plan; military doctrine,2648
0846_unrelated_q101_Office_Cafeteria_Weekly_Menu.zip,zip,application/zip,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-BAE8D2,lunch special; coffee station; vegetarian option; dessert bar,1143
0847_unrelated_q109_Weather_Outlook_for_Field_Picnic.eml,eml,message/rfc822,False,,Public,Weather Outlook for Field Picnic,FCT-2026-66D64B,UV index; light breeze; picnic blankets; sunny intervals,2238
0848_related_q008_Diplomatic_Negotiation_Status_Memo.pdf,pdf,application/pdf,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-00F98F,classified negotiation; diplomatic cable; foreign ministry; diplomatic note; consulate; embassy; strategic partnership; MOU,4401
0849_unrelated_q108_Procurement_Stationery_Order.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Procurement Stationery Order,FCT-2026-D5DA1E,notebooks; whiteboard markers; toner cartridge; sticky notes,30217
0850_unrelated_q102_IT_Helpdesk_Ticket_Summary.html,html,text/html,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-B06F35,printer jam; password reset; VPN latency; laptop docking,2366
0851_related_q008_Diplomatic_Negotiation_Status_Memo.rtf,rtf,application/rtf,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-1AC9ED,MOU; classified negotiation; diplomatic cable; strategic partnership; bilateral agreement; consulate; foreign ministry; diplomatic note,2298
0852_unrelated_q107_Sports_Club_Training_Roster.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Sports Club Training Roster,FCT-2026-58D72D,injury recovery; football drills; coach notes; attendance sheet,6844
0853_related_q002_Force_and_VIP_Movement_Coordination_Note.xml,xml,text/xml,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-3269BD,Royal Guard; operational route; mobilization; checkpoint; military exercise; National Guard; troop movement; VIP movement,2126
